Year,State,Pdsi1_May,Pdsi1_Jun,Pdsi1_Jul,Pdsi1_Aug,Pdsi1_Sep,Pdsi1_Oct
1905,NEBRASKA,5.05,5.37,6.41,6.48,6.81,6.48
1906,NEBRASKA,5.63,4.80,4.58,5.07,5.24,5.92
1907,NEBRASKA,3.61,3.66,4.60,4.50,4.42,3.59
1908,NEBRASKA,1.44,2.75,3.79,4.78,3.78,4.63
1909,NEBRASKA,3.63,3.62,4.27,4.11,4.31,3.89
1910,NEBRASKA,-1.73,-2.04,-2.42,-1.21,-1.12,-1.59
1911,NEBRASKA,-2.68,-3.98,-4.12,0.31,-0.35,1.38
1912,NEBRASKA,1.56,0.95,1.35,1.90,2.26,2.32
1913,NEBRASKA,0.88,-0.53,-0.55,-1.34,-1.25,-1.44
1914,NEBRASKA,-0.71,-0.50,-1.09,-0.99,-1.10,-0.99
1915,NEBRASKA,3.24,4.38,6.31,7.43,8.26,7.78
1916,NEBRASKA,5.04,4.73,4.21,4.44,3.75,3.36
1917,NEBRASKA,3.37,0.03,-0.40,0.06,0.39,-0.31
1918,NEBRASKA,-1.10,-2.19,-1.95,-2.09,-1.98,0.65
1919,NEBRASKA,1.64,2.05,2.13,1.40,1.42,1.91
1920,NEBRASKA,4.47,4.03,4.00,4.66,3.77,3.83
1921,NEBRASKA,-0.47,-1.20,-0.64,-0.54,-0.57,-0.69
1922,NEBRASKA,-1.36,-2.08,-1.13,-1.70,-2.57,-2.93
1923,NEBRASKA,1.22,1.80,2.17,3.74,4.41,4.72
1924,NEBRASKA,2.74,2.92,3.46,3.28,3.31,2.73
1925,NEBRASKA,-1.35,-1.02,-1.36,0.42,0.02,0.74
1926,NEBRASKA,-2.26,-2.58,-2.63,0.31,0.89,0.58
1927,NEBRASKA,2.60,2.68,2.56,3.22,3.05,-0.46
1928,NEBRASKA,-2.02,0.71,1.42,-0.59,-1.01,0.89
1929,NEBRASKA,1.15,0.93,1.14,-0.55,0.65,1.69
1930,NEBRASKA,1.78,1.66,1.12,1.76,1.28,2.24
1931,NEBRASKA,-0.70,-1.47,-2.05,-2.22,-2.40,-2.48
1932,NEBRASKA,-0.74,-0.49,-0.56,-0.32,-0.73,-0.57
1933,NEBRASKA,-1.16,-2.89,-3.16,-2.17,-2.14,-2.81
1934,NEBRASKA,-5.85,-6.38,-7.91,-8.31,-7.21,-7.13
1935,NEBRASKA,-2.86,-2.24,-2.62,-2.56,-2.66,-2.67
1936,NEBRASKA,-2.49,-3.47,-5.35,-6.27,-6.30,-6.28
1937,NEBRASKA,-5.49,-5.42,-5.76,-6.37,-6.39,-5.64
1938,NEBRASKA,-3.59,-3.83,-3.49,-3.90,-3.28,-4.05
1939,NEBRASKA,-4.21,-4.10,-4.92,-5.04,-5.92,-5.80
1940,NEBRASKA,-5.27,-5.54,-6.39,-6.52,-6.84,-6.41
1941,NEBRASKA,-3.56,-2.74,-2.65,-3.15,1.03,1.53
1942,NEBRASKA,2.50,3.17,2.72,2.55,3.46,-0.08
1943,NEBRASKA,-1.28,-0.84,-0.80,-1.42,-2.00,-1.84
1944,NEBRASKA,2.33,2.73,3.56,4.19,3.36,2.76
1945,NEBRASKA,2.87,3.72,3.92,4.17,4.31,-0.61
1946,NEBRASKA,-1.10,-1.33,-1.74,-1.82,0.90,2.82
1947,NEBRASKA,2.98,5.28,-0.02,-0.86,-1.20,-1.51
1948,NEBRASKA,-1.91,0.40,0.49,0.46,-0.43,-0.59
1949,NEBRASKA,2.42,2.81,2.85,3.03,3.00,3.12
1950,NEBRASKA,1.44,0.67,2.17,3.10,3.18,2.73
1951,NEBRASKA,3.23,4.45,5.26,6.49,7.13,7.05
1952,NEBRASKA,6.06,-0.74,-0.75,-0.27,-1.18,-1.72
1953,NEBRASKA,-0.32,-0.67,-0.68,-1.06,-1.91,-2.14
1954,NEBRASKA,-2.12,-2.08,-3.19,-2.27,-2.69,-2.16
1955,NEBRASKA,-4.45,-3.93,-5.12,-6.12,-5.56,-5.78
1956,NEBRASKA,-6.22,-6.62,-6.79,-6.61,-7.11,-6.96
1957,NEBRASKA,1.22,1.79,2.00,2.21,2.33,2.85
1958,NEBRASKA,2.76,2.38,4.62,4.42,4.00,2.92
1959,NEBRASKA,2.50,2.15,1.92,1.83,1.93,2.56
1960,NEBRASKA,3.54,3.65,3.37,3.51,-0.26,-0.53
1961,NEBRASKA,0.96,0.46,0.63,0.43,1.28,1.06
1962,NEBRASKA,0.67,1.94,3.75,4.00,3.75,3.52
1963,NEBRASKA,-1.01,-1.04,-1.01,0.38,1.06,-0.75
1964,NEBRASKA,-1.97,-1.45,-1.77,-1.58,-1.53,-2.16
1965,NEBRASKA,0.36,1.32,2.02,1.99,4.35,4.04
1966,NEBRASKA,1.25,1.48,1.61,2.25,2.25,-0.22
1967,NEBRASKA,0.03,2.34,2.46,-0.15,-0.08,-0.14
1968,NEBRASKA,-1.37,-1.60,-1.65,1.00,0.65,1.31
1969,NEBRASKA,-0.91,0.16,0.72,0.57,0.00,1.59
1970,NEBRASKA,-0.58,-0.73,-1.11,-1.82,0.36,0.89
1971,NEBRASKA,1.67,1.37,1.72,0.98,0.84,1.37
1972,NEBRASKA,0.51,0.23,1.20,1.05,0.93,0.94
1973,NEBRASKA,4.11,2.87,3.47,2.51,5.01,5.07
1974,NEBRASKA,-0.12,-0.29,-1.09,-0.80,-1.42,-1.48
1975,NEBRASKA,-1.66,-0.67,-0.87,-1.45,-1.94,-2.53
1976,NEBRASKA,-0.83,-1.65,-1.75,-2.49,-2.38,-2.41
1977,NEBRASKA,1.63,0.98,1.00,2.41,2.26,2.19
1978,NEBRASKA,2.58,1.57,2.38,2.53,1.84,1.25
1979,NEBRASKA,2.15,2.31,3.13,3.42,2.70,3.31
1980,NEBRASKA,-0.45,-1.00,-1.74,-1.07,-1.93,-1.70
1981,NEBRASKA,-3.32,-3.93,0.54,1.03,0.25,0.23
1982,NEBRASKA,1.39,1.65,1.98,2.64,2.48,3.32
1983,NEBRASKA,5.54,6.19,5.75,4.67,3.81,3.33
1984,NEBRASKA,5.18,5.29,5.16,4.20,3.19,4.08
1985,NEBRASKA,1.79,1.15,1.25,1.27,2.23,2.32
1986,NEBRASKA,1.97,1.95,2.24,2.48,3.34,4.16
1987,NEBRASKA,4.34,3.61,3.41,3.78,3.45,2.85
1988,NEBRASKA,-0.40,-1.39,-1.22,-1.32,-0.71,-1.35
1989,NEBRASKA,-4.11,-4.04,-4.50,-4.34,-3.40,-3.61
1990,NEBRASKA,-3.21,-3.37,-3.06,-2.89,-3.56,-3.27
1991,NEBRASKA,-2.47,-2.52,-2.93,-3.51,-3.58,0.09
1992,NEBRASKA,-1.56,0.28,1.84,2.96,2.64,2.84
1993,NEBRASKA,3.75,4.57,7.38,8.12,8.23,8.06
1994,NEBRASKA,3.97,3.58,4.63,4.26,3.68,3.94
1995,NEBRASKA,5.76,5.19,4.81,4.10,4.07,4.13
1996,NEBRASKA,2.15,1.65,1.97,2.81,3.69,3.24
1997,NEBRASKA,2.27,1.97,2.08,2.26,2.37,3.32
1998,NEBRASKA,2.33,2.99,3.88,4.11,3.07,3.87
1999,NEBRASKA,3.73,4.45,4.25,4.49,0.03,-0.67
2000,NEBRASKA,-2.02,-2.40,-2.23,-3.23,-3.47,0.53
2001,NEBRASKA,1.68,-0.63,0.58,0.35,0.69,0.51
2002,NEBRASKA,-2.09,-3.53,-4.87,-4.31,-4.53,-2.99
2003,NEBRASKA,-2.64,-2.02,-2.69,-3.51,-3.14,-3.42
2004,NEBRASKA,-3.08,-3.15,-2.39,-2.78,0.56,0.35
2005,NEBRASKA,0.29,1.03,-0.35,-0.01,-0.79,-0.63
2006,NEBRASKA,-2.96,-3.42,-4.28,0.31,1.11,1.05
2007,NEBRASKA,2.82,2.27,2.13,2.92,2.48,3.34
2008,NEBRASKA,3.41,3.56,3.86,3.70,3.87,5.67
2009,NEBRASKA,3.86,4.64,4.94,5.78,5.24,6.80
2010,NEBRASKA,5.48,6.92,7.40,7.38,6.82,5.90
2011,NEBRASKA,4.80,4.68,5.10,5.52,-0.41,0.44
2012,NEBRASKA,-2.01,-3.28,-4.77,-5.70,-6.34,-5.95
2013,NEBRASKA,-3.29,-3.60,-3.71,-3.29,-3.13,-1.76
2014,NEBRASKA,-2.30,1.66,1.28,2.60,2.76,2.53
2015,NEBRASKA,2.05,2.51,3.08,3.49,3.44,3.18
2016,NEBRASKA,5.36,4.03,4.15,3.91,3.55,2.94
2017,NEBRASKA,2.18,0.89,0.57,1.64,1.78,2.72
2018,NEBRASKA,1.45,1.97,3.08,3.22,3.37,4.12
2019,NEBRASKA,7.04,6.58,7.13,8.50,8.09,7.90
2020,NEBRASKA,5.64,4.39,4.66,3.23,,
1895,NORTH DAKOTA,1.73,2.79,3.56,3.33,2.56,1.89
1896,NORTH DAKOTA,5.82,5.92,5.74,4.87,4.84,4.35
1897,NORTH DAKOTA,4.77,4.79,5.65,-0.06,-1.21,-1.46
1898,NORTH DAKOTA,-1.46,-1.37,-1.26,-1.60,-1.87,1.45
1899,NORTH DAKOTA,1.34,1.75,1.81,2.36,-0.60,-0.23
1900,NORTH DAKOTA,-2.72,-4.41,-4.52,1.34,3.02,3.15
1901,NORTH DAKOTA,-2.59,1.78,2.56,1.97,2.32,1.98
1902,NORTH DAKOTA,3.32,4.03,4.14,4.26,3.35,3.14
1903,NORTH DAKOTA,2.00,0.87,0.72,2.59,3.51,3.13
1904,NORTH DAKOTA,2.66,4.25,4.48,4.56,4.15,3.50
1905,NORTH DAKOTA,1.64,2.63,3.91,4.08,3.75,3.15
1906,NORTH DAKOTA,3.52,4.29,4.07,4.17,3.35,2.60
1907,NORTH DAKOTA,3.25,2.92,3.68,3.63,3.39,2.83
1908,NORTH DAKOTA,2.06,2.26,1.93,2.09,1.41,1.91
1909,NORTH DAKOTA,1.94,1.85,2.40,2.56,-0.56,-0.72
1910,NORTH DAKOTA,-1.59,-2.80,-3.64,-3.76,-3.05,-3.40
1911,NORTH DAKOTA,-2.19,-2.56,-3.09,0.88,1.30,1.40
1912,NORTH DAKOTA,1.76,1.10,2.04,2.89,3.83,3.76
1913,NORTH DAKOTA,-0.97,-1.65,-1.65,0.12,-0.12,0.74
1914,NORTH DAKOTA,0.10,2.05,1.95,2.21,-0.41,-0.62
1915,NORTH DAKOTA,0.70,2.12,3.06,2.60,3.21,2.98
1916,NORTH DAKOTA,4.29,4.93,5.67,6.31,5.94,5.43
1917,NORTH DAKOTA,-0.76,-1.08,-1.45,-2.20,-2.37,-1.89
1918,NORTH DAKOTA,-1.58,-2.57,-2.36,-1.24,-1.83,-2.16
1919,NORTH DAKOTA,1.10,-0.92,-1.59,-2.10,-2.63,0.61
1920,NORTH DAKOTA,1.56,1.79,1.81,-0.27,-0.02,-0.69
1921,NORTH DAKOTA,0.51,0.16,0.31,0.08,1.25,0.87
1922,NORTH DAKOTA,1.52,1.55,1.51,-0.60,-0.45,-0.89
1923,NORTH DAKOTA,1.96,2.14,2.64,2.58,2.99,2.65
1924,NORTH DAKOTA,1.08,2.00,1.88,1.88,2.29,2.97
1925,NORTH DAKOTA,-1.15,1.49,-0.48,-1.20,0.69,1.02
1926,NORTH DAKOTA,-2.10,-2.51,-3.01,0.02,0.80,1.15
1927,NORTH DAKOTA,3.93,3.70,4.52,5.57,4.88,4.73
1928,NORTH DAKOTA,1.83,3.03,4.87,5.99,5.38,4.58
1929,NORTH DAKOTA,4.22,-0.76,-1.31,-2.32,0.25,0.77
1930,NORTH DAKOTA,-0.19,-0.34,-1.58,-2.31,-2.50,-1.47
1931,NORTH DAKOTA,-2.15,-3.18,-3.04,-2.81,-2.40,-2.08
1932,NORTH DAKOTA,-1.42,-1.29,-1.74,-2.02,-2.57,1.40
1933,NORTH DAKOTA,1.50,-1.33,-1.76,-2.83,-3.44,-3.39
1934,NORTH DAKOTA,-5.53,-5.71,-6.86,-7.29,-7.00,-6.60
1935,NORTH DAKOTA,-3.06,-2.72,-1.32,-0.93,-1.69,-2.19
1936,NORTH DAKOTA,-2.31,-3.86,-6.07,-6.57,-6.60,-6.57
1937,NORTH DAKOTA,-4.25,-3.47,-3.18,-3.87,-3.76,-3.60
1938,NORTH DAKOTA,-2.14,-2.47,-1.91,-2.49,-3.33,-3.81
1939,NORTH DAKOTA,-3.60,-2.45,-3.14,-3.15,-3.72,-3.42
1940,NORTH DAKOTA,-2.39,-2.99,-2.21,-2.17,-2.71,-2.35
1941,NORTH DAKOTA,0.48,1.65,1.08,1.45,3.66,3.90
1942,NORTH DAKOTA,4.18,4.34,4.88,5.74,5.63,4.69
1943,NORTH DAKOTA,3.63,4.88,5.29,5.73,4.64,3.86
1944,NORTH DAKOTA,1.10,2.96,2.66,4.32,4.02,2.77
1945,NORTH DAKOTA,3.28,3.04,3.17,2.85,3.15,-0.52
1946,NORTH DAKOTA,-1.13,-1.27,-1.57,-1.83,0.74,1.91
1947,NORTH DAKOTA,0.66,2.34,2.16,2.43,2.21,2.02
1948,NORTH DAKOTA,1.95,1.76,2.87,2.64,1.17,0.94
1949,NORTH DAKOTA,-0.96,-1.50,-0.79,-1.75,-2.36,1.34
1950,NORTH DAKOTA,3.89,3.92,4.08,3.86,4.23,3.49
1951,NORTH DAKOTA,1.41,1.27,0.83,2.36,2.40,2.34
1952,NORTH DAKOTA,-2.56,-2.84,-2.69,-2.49,-3.28,-3.69
1953,NORTH DAKOTA,2.39,3.85,3.76,3.56,2.75,2.18
1954,NORTH DAKOTA,1.28,2.33,2.14,2.58,3.52,-0.12
1955,NORTH DAKOTA,-1.34,-1.30,-1.11,-1.64,-1.55,-2.03
1956,NORTH DAKOTA,-0.10,-0.56,0.46,0.96,-0.60,-0.99
1957,NORTH DAKOTA,0.08,0.51,0.54,1.16,1.52,1.88
1958,NORTH DAKOTA,-2.04,-1.81,-1.20,-2.08,-2.71,-2.85
1959,NORTH DAKOTA,-2.28,-2.72,-3.69,-3.90,-2.79,-1.64
1960,NORTH DAKOTA,-0.72,-0.91,-1.79,-0.91,-1.84,-2.25
1961,NORTH DAKOTA,-2.22,-3.86,-4.18,-5.40,1.54,-0.10
1962,NORTH DAKOTA,2.20,2.04,3.71,4.11,3.78,3.17
1963,NORTH DAKOTA,1.80,2.03,2.42,2.36,-0.60,-1.60
1964,NORTH DAKOTA,-2.06,1.69,1.47,1.99,1.90,-0.72
1965,NORTH DAKOTA,1.91,1.76,2.94,3.23,4.87,4.14
1966,NORTH DAKOTA,3.23,3.40,3.97,4.85,3.80,3.21
1967,NORTH DAKOTA,-0.06,-0.36,-1.01,-1.91,-1.95,-1.43
1968,NORTH DAKOTA,0.32,0.84,0.53,1.99,2.07,1.48
1969,NORTH DAKOTA,1.05,1.86,2.79,-0.65,-1.05,-0.70
1970,NORTH DAKOTA,2.50,2.13,2.77,1.77,1.94,1.66
1971,NORTH DAKOTA,1.05,1.86,1.75,0.63,1.31,3.16
1972,NORTH DAKOTA,3.65,2.86,3.04,3.37,3.11,3.15
1973,NORTH DAKOTA,-0.89,-1.23,-1.79,-2.36,1.59,1.81
1974,NORTH DAKOTA,3.31,-1.02,-1.14,-0.49,-1.16,-1.35
1975,NORTH DAKOTA,2.88,4.45,4.30,4.27,4.18,3.81
1976,NORTH DAKOTA,-0.83,-0.66,-1.66,-2.49,-3.21,-3.35
1977,NORTH DAKOTA,-4.04,-4.42,-4.37,0.06,1.99,2.08
1978,NORTH DAKOTA,2.80,2.73,3.04,2.77,2.88,1.98
1979,NORTH DAKOTA,3.14,2.48,2.88,-0.14,-0.79,-1.14
1980,NORTH DAKOTA,-4.28,-4.67,-5.38,1.61,1.72,2.49
1981,NORTH DAKOTA,-2.60,-2.11,-2.01,-1.82,-1.53,-1.26
1982,NORTH DAKOTA,1.10,1.23,1.40,1.14,0.89,3.75
1983,NORTH DAKOTA,3.57,3.38,3.63,3.10,2.93,2.69
1984,NORTH DAKOTA,-0.89,-0.50,-1.36,-2.18,-2.17,-0.75
1985,NORTH DAKOTA,-0.83,-1.14,-2.17,1.01,1.02,1.52
1986,NORTH DAKOTA,2.34,1.68,3.25,3.08,4.47,3.98
1987,NORTH DAKOTA,-0.79,-1.95,1.38,1.67,-0.55,-1.09
1988,NORTH DAKOTA,-3.65,-5.54,-6.64,-7.07,-6.56,-6.55
1989,NORTH DAKOTA,-3.04,-3.69,-4.52,-4.10,-4.16,-4.22
1990,NORTH DAKOTA,-3.91,-3.02,-3.20,-3.57,-3.86,-3.96
1991,NORTH DAKOTA,-3.07,-2.58,-2.84,-3.22,-2.28,-1.44
1992,NORTH DAKOTA,-2.24,-2.46,-2.15,-1.94,-1.89,-2.32
1993,NORTH DAKOTA,0.24,1.63,5.84,6.76,5.95,5.06
1994,NORTH DAKOTA,4.07,4.17,4.66,4.23,4.12,6.22
1995,NORTH DAKOTA,6.49,5.38,6.80,6.76,5.97,6.04
1996,NORTH DAKOTA,4.92,4.30,4.86,4.01,4.41,4.20
1997,NORTH DAKOTA,4.15,3.18,4.32,3.68,2.86,3.05
1998,NORTH DAKOTA,-1.14,-0.39,-0.66,-0.16,-0.90,2.26
1999,NORTH DAKOTA,4.83,4.64,5.22,6.14,6.52,5.50
2000,NORTH DAKOTA,2.46,2.94,3.34,3.45,3.00,3.09
2001,NORTH DAKOTA,2.45,2.88,4.38,-0.51,-0.85,-0.73
2002,NORTH DAKOTA,-2.09,-2.27,-2.20,-1.46,-1.92,-1.40
2003,NORTH DAKOTA,1.13,1.05,-0.56,-1.58,-1.38,-1.85
2004,NORTH DAKOTA,1.32,0.90,1.06,1.22,1.74,2.20
2005,NORTH DAKOTA,0.84,2.99,3.17,3.38,2.48,2.60
2006,NORTH DAKOTA,-0.61,-1.85,-3.16,-2.98,-2.41,-2.02
2007,NORTH DAKOTA,2.25,2.38,-0.12,-0.13,-0.43,-0.60
2008,NORTH DAKOTA,-2.58,-2.04,-2.41,-2.47,0.65,1.70
2009,NORTH DAKOTA,4.41,4.28,4.49,4.43,4.02,5.36
2010,NORTH DAKOTA,5.66,5.75,6.28,6.41,7.82,7.33
2011,NORTH DAKOTA,8.42,8.44,9.38,9.49,8.70,-0.02
2012,NORTH DAKOTA,-1.15,-1.83,-2.43,-2.90,-3.85,0.85
2013,NORTH DAKOTA,3.33,3.70,4.07,3.76,4.14,5.97
2014,NORTH DAKOTA,5.01,5.90,5.67,7.38,0.04,-0.35
2015,NORTH DAKOTA,1.22,1.28,1.39,-0.34,-0.59,-0.52
2016,NORTH DAKOTA,-0.83,-1.57,0.96,1.02,1.87,1.74
2017,NORTH DAKOTA,-1.47,-2.39,-3.61,-2.96,-2.23,-2.77
2018,NORTH DAKOTA,-2.78,-2.33,-2.16,-2.64,0.01,0.53
2019,NORTH DAKOTA,1.19,0.93,1.51,2.10,5.10,6.35
2020,NORTH DAKOTA,4.47,3.59,4.32,4.05,,
1895,OHIO,-2.45,-3.07,-3.70,-4.10,-4.72,-4.95
1896,OHIO,-3.65,0.16,2.45,2.69,3.54,3.41
1897,OHIO,3.06,2.54,2.65,-0.26,-1.34,-2.44
1898,OHIO,2.37,1.73,1.28,1.45,0.97,1.47
1899,OHIO,-1.18,-1.40,-1.21,-2.11,-2.03,-2.27
1900,OHIO,-2.91,-2.96,-2.45,-2.35,-3.05,-3.47
1901,OHIO,-2.21,-1.77,-2.33,-2.34,-2.26,-2.92
1902,OHIO,-3.53,1.62,1.71,0.87,1.61,1.45
1903,OHIO,-0.67,-0.34,-0.38,-0.71,-1.50,-1.40
1904,OHIO,-0.14,-0.43,-0.19,-0.36,-0.81,-1.16
1905,OHIO,0.70,1.02,0.97,1.38,1.57,2.33
1906,OHIO,-1.52,-1.71,0.45,0.90,0.66,0.85
1907,OHIO,2.00,2.32,3.16,2.72,3.03,3.27
1908,OHIO,3.55,-0.60,-0.48,-0.96,-2.23,-2.86
1909,OHIO,1.78,2.44,2.30,2.29,1.59,1.66
1910,OHIO,-1.61,-1.71,-1.84,-2.60,0.45,0.83
1911,OHIO,-1.24,-1.29,-2.13,0.57,1.16,2.21
1912,OHIO,2.22,1.81,2.42,2.80,2.56,2.37
1913,OHIO,-0.20,-1.01,-0.48,-1.02,-1.27,-0.89
1914,OHIO,-0.56,-0.96,-1.77,-1.03,-1.64,-1.33
1915,OHIO,-0.02,0.38,1.64,2.39,2.98,3.06
1916,OHIO,3.03,3.59,-1.20,-1.44,-1.54,-1.62
1917,OHIO,0.91,1.52,1.55,1.24,0.81,2.26
1918,OHIO,-0.59,-0.97,-1.41,-1.67,0.60,0.60
1919,OHIO,0.61,-0.68,-0.91,-0.23,-0.77,1.53
1920,OHIO,1.51,1.82,2.19,2.73,2.40,1.93
1921,OHIO,-0.41,-1.02,-1.75,0.23,0.57,0.32
1922,OHIO,1.96,-0.42,-0.51,-0.54,-0.72,-1.10
1923,OHIO,-0.19,-0.49,-0.56,0.56,0.64,0.37
1924,OHIO,1.70,2.73,2.20,1.49,2.46,-0.91
1925,OHIO,-2.02,-2.34,0.46,-0.53,0.17,1.43
1926,OHIO,-0.62,-0.65,0.16,1.33,3.31,4.76
1927,OHIO,3.79,3.63,3.74,3.41,2.71,1.99
1928,OHIO,1.39,2.97,3.13,2.53,1.51,1.23
1929,OHIO,1.89,1.81,2.29,2.08,2.00,2.79
1930,OHIO,-1.74,-2.30,-3.56,-4.07,-4.15,-4.40
1931,OHIO,-5.70,-5.27,-4.91,-3.64,-2.97,-2.79
1932,OHIO,-2.23,-2.15,-1.76,-2.34,-2.33,0.19
1933,OHIO,2.24,-1.21,-2.02,-1.98,-1.28,-1.69
1934,OHIO,-4.24,-4.42,-5.11,-4.46,-3.89,-4.59
1935,OHIO,0.73,0.90,1.24,2.64,2.63,2.60
1936,OHIO,-1.04,-2.04,-2.77,-2.87,-2.95,0.52
1937,OHIO,1.66,2.55,2.62,2.28,1.98,2.47
1938,OHIO,2.13,2.17,2.40,1.97,2.26,-0.76
1939,OHIO,-1.22,-0.24,-0.03,-0.66,-1.30,-1.13
1940,OHIO,1.61,1.90,-0.90,-0.46,-0.97,-1.32
1941,OHIO,-3.76,-2.67,-2.35,-2.07,-2.66,-1.63
1942,OHIO,-0.02,0.08,0.12,0.28,0.44,0.27
1943,OHIO,2.09,1.37,2.08,-0.20,-0.56,-0.73
1944,OHIO,-1.35,-1.78,-2.91,-2.72,-3.06,-3.42
1945,OHIO,1.86,2.26,1.93,1.16,2.14,2.39
1946,OHIO,0.81,1.61,-0.38,-0.55,-1.23,-1.00
1947,OHIO,1.68,2.42,2.34,2.50,2.42,1.63
1948,OHIO,1.78,1.80,1.56,1.04,0.89,0.90
1949,OHIO,-0.73,-0.72,-0.65,-0.79,-0.62,-1.18
1950,OHIO,2.15,2.29,2.44,2.26,2.90,2.66
1951,OHIO,-0.24,0.25,-0.52,-1.52,-1.32,-1.72
1952,OHIO,-0.05,-0.78,-1.39,-1.77,-1.73,-2.22
1953,OHIO,-2.45,-2.86,-2.84,-3.35,-3.82,-4.61
1954,OHIO,-4.85,-4.73,-4.60,0.71,-0.80,1.35
1955,OHIO,-1.08,-1.37,-1.43,-1.74,-1.86,-1.27
1956,OHIO,2.19,2.07,2.37,2.56,-0.04,-0.68
1957,OHIO,0.97,1.71,-0.50,-1.36,0.31,0.34
1958,OHIO,0.21,1.47,3.41,3.88,4.07,3.52
1959,OHIO,-0.48,-0.95,-0.66,-1.30,-1.85,0.83
1960,OHIO,-1.43,-1.34,-1.05,-1.06,-1.87,-2.12
1961,OHIO,1.57,1.75,2.34,2.23,1.78,1.40
1962,OHIO,-1.43,-2.20,-1.71,-2.46,-1.71,-1.56
1963,OHIO,-1.48,-1.94,-1.93,-1.95,-2.68,-3.94
1964,OHIO,-2.73,-2.70,-3.10,-3.08,-3.52,-3.96
1965,OHIO,-2.72,-3.28,-3.45,0.00,0.74,1.47
1966,OHIO,-0.67,-1.45,-1.14,-1.06,-0.88,-1.10
1967,OHIO,1.09,-0.97,-1.01,-1.51,0.01,-0.08
1968,OHIO,1.79,-0.22,-0.37,-0.40,-0.59,-0.83
1969,OHIO,0.00,0.45,1.51,1.16,1.17,0.95
1970,OHIO,0.41,0.49,0.74,0.11,0.26,0.53
1971,OHIO,-1.11,-1.31,-1.00,-1.18,-0.75,-1.36
1972,OHIO,0.82,1.01,0.69,0.76,1.93,1.90
1973,OHIO,2.45,2.75,2.87,2.57,1.83,1.98
1974,OHIO,1.85,2.05,0.81,1.93,2.41,1.94
1975,OHIO,2.03,1.96,1.34,2.05,3.09,3.29
1976,OHIO,-1.63,0.35,0.83,1.15,1.40,1.99
1977,OHIO,-2.07,0.00,0.12,0.73,0.89,1.12
1978,OHIO,-0.63,-0.54,-0.68,-0.08,-0.96,0.79
1979,OHIO,1.15,1.10,1.61,3.31,4.22,4.08
1980,OHIO,2.16,2.65,3.50,4.83,4.04,3.93
1981,OHIO,2.24,3.11,2.84,2.22,2.47,2.45
1982,OHIO,-0.76,-0.35,-0.91,-0.96,-1.09,-1.89
1983,OHIO,1.77,-0.36,-0.63,-1.49,-1.81,1.30
1984,OHIO,2.13,-1.04,-1.17,-1.19,-1.25,-1.23
1985,OHIO,-1.51,-1.59,-1.34,-0.90,-1.72,0.03
1986,OHIO,-1.53,0.28,0.69,0.43,1.04,1.69
1987,OHIO,-1.97,-1.65,-1.49,-1.24,-1.67,-1.67
1988,OHIO,-2.98,-4.14,-3.99,-4.06,-0.05,-0.04
1989,OHIO,1.89,2.51,2.22,2.02,2.32,2.28
1990,OHIO,2.23,2.05,3.15,3.39,3.86,4.79
1991,OHIO,-1.14,-2.23,-2.97,-3.27,-3.28,-3.56
1992,OHIO,-3.59,-3.52,2.52,2.86,3.04,2.88
1993,OHIO,-0.74,-0.32,-0.40,-1.45,0.41,0.59
1994,OHIO,-0.35,-0.34,-0.45,0.50,-0.46,-1.20
1995,OHIO,1.09,1.06,-0.36,-0.29,-0.91,0.70
1996,OHIO,2.85,2.97,3.19,2.10,3.09,2.94
1997,OHIO,2.94,3.25,2.76,3.43,2.93,2.34
1998,OHIO,1.34,2.66,-0.18,-0.04,-0.90,-0.72
1999,OHIO,-1.69,-2.50,-2.89,-2.95,-3.37,-3.43
2000,OHIO,0.47,0.84,1.00,1.29,1.80,1.63
2001,OHIO,0.57,-0.31,-0.37,-0.43,0.13,1.08
2002,OHIO,1.27,-0.26,-1.00,-1.90,-1.53,-1.29
2003,OHIO,1.25,1.34,2.74,3.26,4.64,4.67
2004,OHIO,3.49,3.52,3.63,3.86,4.19,4.21
2005,OHIO,-0.47,-1.57,-1.65,-1.10,-1.06,-1.06
2006,OHIO,0.19,0.57,1.32,1.05,2.03,3.81
2007,OHIO,-1.17,-1.77,-1.83,0.68,-0.51,-0.59
2008,OHIO,2.54,3.33,-0.06,-0.70,-1.01,-1.25
2009,OHIO,-0.53,0.07,0.43,0.31,0.17,1.13
2010,OHIO,0.39,1.27,-0.30,-0.77,-1.22,-1.56
2011,OHIO,3.80,3.31,2.68,2.52,3.64,4.44
2012,OHIO,-1.95,-2.63,-3.08,-3.26,0.92,1.81
2013,OHIO,-1.05,0.82,2.17,1.81,1.57,2.04
2014,OHIO,2.14,2.53,2.30,2.53,2.02,2.13
2015,OHIO,0.86,2.57,2.86,-0.26,-0.31,-0.14
2016,OHIO,-0.25,-0.61,-1.04,-0.97,-0.83,-0.86
2017,OHIO,1.01,1.21,2.34,1.79,1.11,1.44
2018,OHIO,2.55,2.87,2.25,2.64,3.76,3.80
2019,OHIO,4.74,5.56,5.15,4.78,3.50,3.56
2020,OHIO,3.59,2.81,1.84,1.54,,
1895,SOUTH DAKOTA,2.02,2.77,2.80,2.44,1.90,1.19
1896,SOUTH DAKOTA,2.76,3.03,3.46,2.78,3.00,3.09
